ITEM_SEQ,ITEM_NAME,ENTP_NAME,ITEM_PERMIT_DATE,CNSGN_MANUF,ETC_OTC_CODE,CHART,BAR_CODE,MATERIAL_NAME,EE_DOC_ID,UD_DOC_ID,NB_DOC_ID,INSERT_FILE,VALID_TERM,STORAGE_METHOD,REEXAM_TARGET,REEXAM_DATE,PACK_UNIT,EDI_CODE,PERMIT_KIND,ENTP_NO,NARCOTIC_KIND,NEWDRUG_CLASS_NAME,INDUTY_TYPE,MAIN_ITEM_INGR,INGR_NAME
202300165,판테뉴크림(D-판테놀),경남제약(주),2023.1.9,(주)제뉴파마,1,흰색 또는 연한 노란색의 크림제,8.81E+12,총량 : 이 약 1g 중|성분명 : D-판테놀|분량 : 50|단위 : 밀리그램|규격 : USP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300165/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300165/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300165/NB,,제조일로부터 36 개월,"기밀용기, 1-25℃ 보관",,,30그램/튜브,,B,1341,,N,A,D-판테놀,폴리옥실40스테아레이트/글리세린모노스테아레이트/메틸파라벤/프로필파라벤/토코페롤아세테이트/에데트산나트륨수화물/시트르산수화물/정제수/카르복시메틸셀룰로오스나트륨/옥수수전분/경질무수규산/부틸렌글리콜/세토스테아릴알코올/카프릴릭·카프릭트리글리세리드/유동파라핀/디메티콘
202300167,란소앤정30/600밀리그램,(주)유앤생명과학,2023.1.9,,2,분홍색의 타원형 필름코팅정,8.80E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300167/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300167/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300167/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,28정/병,58801220,A,379,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300168,란탄듀오정30/600밀리그램,유니메드제약(주),2023.1.9,(주)유앤생명과학,2,분홍색의 타원형 필름코팅정,8.81E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300168/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300168/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300168/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,28정/병,649508280,A,1729,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300169,"란사톤듀오정30/600밀리그램(란소프라졸, 침강탄산칼슘)",하나제약(주),2023.1.9,(주)유앤생명과학,2,분홍색의 타원형 필름코팅정,8.81E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300169/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300169/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300169/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,28정/병,657807890,A,1371,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300170,란소듀오정30/600밀리그램,구주제약(주),2023.1.9,(주)유앤생명과학,2,분홍색의 타원형 필름코팅정,8.81E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300170/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300170/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300170/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,28정/병,669806310,A,1455,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300171,뉴란소엑스정30/600밀리그램,한국유니온제약(주),2023.1.9,(주)유앤생명과학,2,분홍색의 타원형 필름코팅정,8.81E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300171/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300171/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300171/NB,,제조일로부터 36 개월,"기밀용기, 실온(1-30℃) 보관",,,28정/병,665508520,A,1326,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300176,"다파씨글로정10/100밀리그램(다파글리플로진프로판디올수화물,시타글립틴인산염수화물)",한국유니온제약(주),2023.1.9,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300176/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300176/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300176/NB,,제조일로부터 36 개월,"기밀용기, 실온(1-30℃)보관",,,30정/상자[(10정/PTP x3) ],665508510,A,1326,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300177,란스타정30/600밀리그램,명문제약(주),2023.1.9,(주)유앤생명과학,2,분홍색의 타원형 필름코팅정,8.81E+12,총량 : 1정736.0밀리그램|성분명 : 란소프라졸|분량 : 30.0|단위 : 밀리그램|규격 : USP|성분정보 : |비고 : ;총량 : 1정736.0밀리그램|성분명 : 침강탄산칼슘|분량 : 600.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300177/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300177/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300177/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,28정/병,649808110,A,1476,,N,A,란소프라졸/침강탄산칼슘,포비돈/포비돈/크로스카멜로오스나트륨/크로스포비돈/미결정셀룰로오스/스테아릴푸마르산나트륨/오파드라이분홍색(03B54445)
202300187,포다시정10/100밀리그램,성원애드콕제약(주),2023.1.10,지엘파마(주),2,베이지색의 타원형의 필름코팅정,,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300187/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300187/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300187/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[(10정/PTP X 3)],,A,2283,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300188,다파스타정10/100밀리그램,주식회사 노바엠헬스케어,2023.1.10,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300188/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300188/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300188/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[10정/PTP x 3],649702980,A,106,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300190,테노포벨에이정(테노포비르알라페나미드숙신산염),(주)종근당,2023.1.10,,2,"한 면에 ""CKD"", 다른 한 면에 ""25""가 음각된 노란색의 원형 필름코팅정",,총량 : 1정119.00밀리그램|성분명 : 테노포비르알라페나미드숙신산염|분량 : 31.20|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : 테노포비르알라페나미드로서25mg,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300190/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300190/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300190/NB,,제조일로부터 24 개월,"기밀용기, 실온보관(1-30℃)",,,30정/병,643309280,A,1459,,N,A,테노포비르알라페나미드숙신산염,유당수화물/포비돈/숙신산/크로스카멜로오스나트륨/콜로이드성이산화규소/스테아르산마그네슘/오파드라이II노란색(85F120028)
202300191,유다파듀오서방정10/1000밀리그램,(주)유영제약,2023.1.10,,2,노란색의 양면이 볼록한 타원형 서방성 필름코팅정,8.81E+12,총량 : 1정1707.3밀리그램-서방층|성분명 : 메트포르민염산염|분량 : 1000.0|단위 : 밀리그램|규격 : BP|성분정보 : |비고 : ;총량 : 1정1707.3밀리그램-속방층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300191/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300191/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300191/NB,,제조일로부터 24 개월,"기밀용기, 실온(1~30℃) 보관",,,30정/병,648204660,A,1394,,N,A,메트포르민염산염/다파글리플로진프로판디올수화물,유당수화물/히프로멜로오스2208/포비돈/스테아르산마그네슘/미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/경질무수규산/스테아르산마그네슘/탭쉴드노란색(21Y1068)
202300192,유다파듀오서방정10/500밀리그램,(주)유영제약,2023.1.10,,2,분홍색의 양면이 볼록한 장방형 서방성 필름코팅정,8.81E+12,총량 : 1정1372.0밀리그램-서방층|성분명 : 메트포르민염산염|분량 : 500.0|단위 : 밀리그램|규격 : BP|성분정보 : |비고 : ;총량 : 1정1372.0밀리그램-속방층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300192/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300192/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300192/NB,,제조일로부터 24 개월,"기밀용기, 실온(1~30℃) 보관",,,30정/병,648204670,A,1394,,N,A,메트포르민염산염/다파글리플로진프로판디올수화물,유당수화물/히프로멜로오스2208/포비돈/스테아르산마그네슘/미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/경질무수규산/스테아르산마그네슘/탭쉴드분홍색(21P1080)
202300196,화이트다파글립틴정10/100밀리그램,(주)화이트생명과학,2023.1.11,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300196/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300196/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300196/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[(10정/PTP x 3)],625202300,A,344,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300197,"뉴시타글로진정10/100밀리그램(다파글리플로진, 시타글립틴)",안국뉴팜(주),2023.1.11,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.80E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300197/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300197/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300197/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[10정/PTP x 3],53601750,A,360,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300200,콜드원에프캡슐,원광제약(주),2023.1.11,정우신약(주),1,"갈색 분말이 충진된 상부 적갈색, 하부 흰색의 경질캡슐제",8.81E+12,총량 : 1캡슐580밀리그램|성분명 : 갈근|분량 : 267|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 리보플라빈|분량 : 2|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 벤포티아민|분량 : 4|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 감초|분량 : 67|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 건강|분량 : 33|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 육계|분량 : 100|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 대추|분량 : 133|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 마황|분량 : 133|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 작약|분량 : 100|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : 이상 건조엑스로서 79밀리그램;총량 : 1캡슐580밀리그램|성분명 : 아세트아미노펜|분량 : 160|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1캡슐580밀리그램|성분명 : 아스코르브산|분량 : 25|단위 : 밀리그램|규격 : KP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300200/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300200/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300200/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,10캡슐/상자[(10캡슐/피티피*1)],,B,1450,,N,A,갈근/리보플라빈/벤포티아민/감초/건강/육계/대추/마황/작약/아세트아미노펜/아스코르브산,유당수화물/옥수수전분/콜로이드성이산화규소/스테아르산마그네슘/캡슐
202300202,자누비포정10/100밀리그램,(주)비보존제약,2023.1.11,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300202/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300202/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300202/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[10정/피티피×3],658204700,A,1342,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300203,자누포정10/100밀리그램,(주)씨엠지제약,2023.1.11,지엘파마(주),2,베이지색의 타원형의 필름코팅정,8.81E+12,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300203/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300203/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300203/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[10정/PTP x 3],648604480,A,1439,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이 II 85F17438 베이지색
202300204,마그노펜정,광동제약(주),2023.1.11,(주)노바엠헬스케어,1,흰색의 장방형 필름코팅정제,8.81E+12,총량 : 1정770밀리그램|성분명 : 아세트아미노펜|분량 : 500.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1정770밀리그램|성분명 : 산화마그네슘|분량 : 83.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300204/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300204/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300204/NB,,제조일로부터 36 개월,"기밀용기, 실온보관(1-30℃)",,,,,B,150,,N,A,아세트아미노펜/산화마그네슘,미결정셀룰로오스(102)/유당수화물/히드록시프로필셀룰로오스/전분글리콜산나트륨/이산화규소/스테아르산마그네슘/탭쉴드흰색(21W002)
202300205,삼성다파글리플로진정(다파글리플로진프로판디올수화물),삼성제약(주),2023.1.11,(주)일화,2,노란색의 양면이 볼록한 다이아몬드형의 필름코팅정,8.81E+12,총량 : 1정260.0밀리그램|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300205/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300205/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300205/NB,,제조일로부터 24 개월,"기밀용기, 실온(1~30℃)보관",,,"30정/병,300정/병",642308730,A,1294,,N,A,다파글리플로진프로판디올수화물,규화미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/스테아르산마그네슘/오파드라이II노란색(85F92582)
202300209,다파릴듀오서방정10/500밀리그램,아주약품(주),2023.1.11,,2,분홍색의 양면이 볼록한 타원형의 서방성 필름코팅정제,8.81E+12,총량 : 1정1367밀리그램-1차층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : 일수화물;총량 : 1정1367밀리그램-2차층|성분명 : 메트포르민염산염|분량 : 500.0|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300209/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300209/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300209/NB,,제조일로부터 24 개월,"기밀용기, 실온(1-30℃) 보관",,,30정/상자[6정/PTP x 5],654006060,A,1323,,N,A,다파글리플로진프로판디올수화물/메트포르민염산염,규화미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/스테아르산마그네슘/히프로멜로오스2208/히프로멜로오스2910/규화미결정셀룰로오스/카르복시메틸셀룰로오스나트륨/스테아르산마그네슘/오파드라이QX321A240026핑크
202300210,다파릴듀오서방정10/1000밀리그램,아주약품(주),2023.1.11,,2,노란색의 양면이 볼록한 타원형의 서방성 필름코팅정제,8.81E+12,총량 : 1정1640밀리그램-1차층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : 일수화물;총량 : 1정1640밀리그램-2차층|성분명 : 메트포르민염산염|분량 : 1000.0|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300210/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300210/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300210/NB,,제조일로부터 24 개월,"기밀용기, 실온(1-30℃) 보관",,,30정/상자[6정/PTP x 5],654006070,A,1323,,N,A,다파글리플로진프로판디올수화물/메트포르민염산염,규화미결정셀룰로오스/유당수화물/저치환도히드록시프로필셀룰로오스/코포비돈/스테아르산마그네슘/히프로멜로오스2208/카르복시메틸셀룰로오스나트륨/콜로이드성이산화규소/스테아르산마그네슘/오파드라이QX321A620000옐로우
202300213,이큐펜키즈아이시럽(이부프로펜),진양제약(주),2023.1.11,맥널티제약(주),1,흰색 내지 연한 노란색의 감귤향 액이 알루미늄 호일 파우치에 든 현탁성 시럽제,8.81E+12,총량 : 100밀리리터|성분명 : 이부프로펜|분량 : 2|단위 : 그램|규격 : KP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300213/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300213/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300213/NB,,제조일로부터 36 개월,"차광기밀용기, 실온보관(1~30℃)",,,10포/팩[(5mL/포×10)],,B,1507,,N,A,이부프로펜,폴리소르베이트80/시트르산나트륨수화물/시트르산수화물/메틸파라벤/프로필파라벤/조합향료(감귤향 SJ-AO(22102151))/조합향료(혼합과일향6142-F)/정제수/백당/D-소르비톨 액/고과당/한천분말/잔탄검/카르복시메틸셀룰로오스나트륨/농글리세린/카올린
202300225,다파메토정10/100밀리그램,(주)하원제약,2023.1.12,지엘파마(주),2,베이지색의 타원형의 필름코팅정,,총량 : 1정520밀리그램-다파글리플로진층|성분명 : 다파글리플로진프로판디올수화물|분량 : 12.3|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 : ;총량 : 1정520밀리그램-시타글립틴층|성분명 : 시타글립틴인산염수화물|분량 : 128.5|단위 : 밀리그램|규격 : EP|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300225/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300225/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300225/NB,,제조일로부터 36 개월,"기밀용기, 실온(1~30℃)보관",,,30정/피티피[(10정/PTP x 3)],,A,1447,,N,A,다파글리플로진프로판디올수화물/시타글립틴인산염수화물,D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/D-만니톨/미결정셀룰로오스/크로스카멜로오스나트륨/히드록시프로필셀룰로오스/스테아르산마그네슘/오파드라이II베이지색(85F17438)
202300226,베믈리버정(테노포비르알라페나미드헤미타르타르산염),(주)대웅제약,2023.1.12,,2,노란색의 원형 필름코팅정,8.81E+12,총량 : 1정208.0밀리그램|성분명 : 테노포비르알라페나미드헤미타르타르산염|분량 : 28.94|단위 : 밀리그램|규격 : 별규|성분정보 : |비고 :,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300226/EE,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300226/UD,https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/202300226/NB,,제조일로부터 48 개월,"기밀용기, 실온 보관(1~30 ℃)",,,30정/병,641607790,A,1289,,N,A,테노포비르알라페나미드헤미타르타르산염,무수유당/미결정셀룰로오스/크로스카멜로오스나트륨/스테아르산마그네슘/오파드라이II노란색(85F120028)
